CurrentTaxID,ScientificName,TaxonomicRank,TaxSuperKingdom,TaxPhylum,TaxClass,TaxOrder,TaxFamily,TaxGenus,TaxSpeciesGroup,TaxSpecies
223390,Ancylobacter polymorphus,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Ancylobacter,,Ancylobacter polymorphus
223392,Rhodococcus gordoniae,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,,Rhodococcus gordoniae
223967,Methylorubrum populi,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum,,Methylorubrum populi
224012,Nostoc piscinale,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,,Nostoc piscinale
225148,Candidatus Rhabdochlamydia porcellionis,species,Bacteria,Chlamydiota,Chlamydiia,Parachlamydiales,Rhabdochlamydiaceae,Candidatus Rhabdochlamydia,,Candidatus Rhabdochlamydia porcellionis
225326,Corynebacterium halotolerans,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium halotolerans
225422,Sulfitobacter indolifex,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,,Sulfitobacter indolifex
225991,Comamonas aquatica,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,,Comamonas aquatica
225992,Comamonas kerstersii,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,,Comamonas kerstersii
227318,Actinocatenispora thailandica,species,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinocatenispora,,Actinocatenispora thailandica
227605,Methylocella tundrae,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylocella,,Methylocella tundrae
228602,Nocardia arthritidis,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,,Nocardia arthritidis
231455,Dyella japonica,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,,Dyella japonica
232259,Belliella baltica,species,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Belliella,,Belliella baltica
232348,Synechococcus sp. CB0101,species,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,,Synechococcus sp. CB0101
232537,Rhodoluna limnophila,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rhodoluna,,Rhodoluna limnophila
237258,Cloacibacterium normanense,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium,,Cloacibacterium normanense
237609,Pseudomonas alkylphenolica,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas alkylphenolica
237610,Pseudomonas psychrotolerans,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas psychrotolerans
238834,Clostridium estertheticum,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,,Clostridium estertheticum
238836,Shewanella donghaensis,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella donghaensis
239935,Akkermansia muciniphila,species,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,,Akkermansia muciniphila
240495,Pseudonocardia dioxanivorans,species,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,,Pseudonocardia dioxanivorans
240521,Rhizobium daejeonense,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,,Rhizobium daejeonense
241425,Crinalium epipsammum,species,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Gomontiellaceae,Crinalium,,Crinalium epipsammum
242606,Luteibacter rhizovicinus,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,,Luteibacter rhizovicinus
244366,Klebsiella variicola,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,Klebsiella variicola
244566,Pseudomonas lurida,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas lurida
244596,Hoeflea phototrophica,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Hoeflea,,Hoeflea phototrophica
244734,Bradyrhizobium betae,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,,Bradyrhizobium betae
245188,Yoonia vestfoldensis,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,,Yoonia vestfoldensis
246432,Staphylococcus equorum,species,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus equorum
246787,Bacteroides cellulosilyticus,species,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,Bacteroides cellulosilyticus
247333,Serinicoccus marinus,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Ornithinimicrobiaceae,Serinicoccus,,Serinicoccus marinus
248026,Cupriavidus pinatubonensis,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,Cupriavidus pinatubonensis
249058,Gordonia otitidis,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,,Gordonia otitidis
249586,Streptomyces asoensis,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces asoensis
251699,Pseudomonas syringae group genomosp. 7,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae group,Pseudomonas syringae group genomosp. 7
251701,Pseudomonas syringae group genomosp. 3,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae group,Pseudomonas syringae group genomosp. 3
252130,Uruburuella suis,species,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Uruburuella,,Uruburuella suis
252970,Paraburkholderia phenoliruptrix,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,,Paraburkholderia phenoliruptrix
253237,Pseudomonas sp. phDV1,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. phDV1
254955,Muricauda aquimarina,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,,Muricauda aquimarina
255045,Bradyrhizobium canariense,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,,Bradyrhizobium canariense
255507,Aliarcobacter cibarius,species,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,,Aliarcobacter cibarius
256618,Parvibaculum lavamentivorans,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Parvibaculaceae,Parvibaculum,,Parvibaculum lavamentivorans
256701,Glutamicibacter arilaitensis,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Glutamicibacter,,Glutamicibacter arilaitensis
256821,Gulosibacter molinativorax,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Gulosibacter,,Gulosibacter molinativorax
256839,Shewanella decolorationis,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella decolorationis
257708,Roseomonas gilardii,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,,Roseomonas gilardii
258505,Mycolicibacterium fluoranthenivorans,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,Mycolicibacterium fluoranthenivorans
261284,Cyanobium sp. NS01,species,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Prochlorococcaceae,Cyanobium,,Cyanobium sp. NS01
261302,Paraburkholderia phytofirmans,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,,Paraburkholderia phytofirmans
261654,Micromonospora auratinigra,species,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,,Micromonospora auratinigra
262209,Janibacter melonis,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Janibacter,,Janibacter melonis
264686,Nostoc edaphicum,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,,Nostoc edaphicum
265606,Rhodopirellula baltica,species,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula,,Rhodopirellula baltica
266062,Pseudoxanthomonas daejeonensis,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,,Pseudoxanthomonas daejeonensis
266748,Kaistella antarctica,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Kaistella,,Kaistella antarctica
266749,Kaistella jeonii,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Kaistella,,Kaistella jeonii
266809,Thalassobacter stenotrophicus,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassobacter,,Thalassobacter stenotrophicus
266951,Qipengyuania seohaensis,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Qipengyuania,,Qipengyuania seohaensis
267128,Sphingopyxis granuli,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,Sphingopyxis granuli
269660,Methylobacterium brachiatum,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,,Methylobacterium brachiatum
270351,Methylobacterium aquaticum,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,,Methylobacterium aquaticum
270918,Salegentibacter mishustinae,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,,Salegentibacter mishustinae
271420,Stutzerimonas xanthomarina,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,,Stutzerimonas xanthomarina
271865,[Ochrobactrum] quorumnocens,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,,[Ochrobactrum] quorumnocens
272131,Nostoc punctiforme,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,,Nostoc punctiforme
273384,Brevibacterium aurantiacum,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Brevibacteriaceae,Brevibacterium,,Brevibacterium aurantiacum
273677,Microbacterium oleivorans,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,,Microbacterium oleivorans
273678,Microbacterium hydrocarbonoxydans,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,,Microbacterium hydrocarbonoxydans
274537,Chlorobaculum limnaeum,species,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum,,Chlorobaculum limnaeum
274539,Chlorobaculum parvum,species,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum,,Chlorobaculum parvum
279058,Collimonas arenae,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,,Collimonas arenae
279113,Collimonas pratensis,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,,Collimonas pratensis
279828,Microcella alkaliphila,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microcella,,Microcella alkaliphila
280145,Acinetobacter colistiniresistens,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,,Acinetobacter colistiniresistens
280236,Nocardiopsis gilva,species,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,,Nocardiopsis gilva
280473,Aquiflexum balticum,species,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Aquiflexum,,Aquiflexum balticum
281362,Dechloromonas denitrificans,species,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,,Dechloromonas denitrificans
282217,Variovorax sp. SRS16,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,,Variovorax sp. SRS16
283811,Stackebrandtia nassauensis,species,Bacteria,Actinomycetota,Actinomycetes,Glycomycetales,Glycomycetaceae,Stackebrandtia,,Stackebrandtia nassauensis
283878,Leucobacter aridicollis,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Leucobacter,,Leucobacter aridicollis
284016,Phenylobacterium zucineum,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,,Phenylobacterium zucineum
284581,Priestia koreensis,species,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,,Priestia koreensis
285450,Streptomyces roseochromogenus,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces roseochromogenus
285578,Streptomyces angustmyceticus,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces angustmyceticus
285665,Micromonospora coriariae,species,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,,Micromonospora coriariae
286727,Azospirillum oryzae,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,,Azospirillum oryzae
288000,Bradyrhizobium sp. BTAi1,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,,Bradyrhizobium sp. BTAi1
288004,Beggiatoa leptomitoformis,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,,Beggiatoa leptomitoformis
289370,Pseudomonas argentinensis,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas argentinensis
289435,Sphaerospermopsis kisseleviana,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Sphaerospermopsis,,Sphaerospermopsis kisseleviana
290053,Bacteroides helcogenes,species,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,Bacteroides helcogenes
290399,Arthrobacter sp. FB24,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,,Arthrobacter sp. FB24
290400,Jannaschia sp. CCS1,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Jannaschia,,Jannaschia sp. CCS1
291594,Micromonospora rifamycinica,species,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,,Micromonospora rifamycinica
291644,Bacteroides salyersiae,species,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,Bacteroides salyersiae
291645,Bacteroides nordii,species,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,Bacteroides nordii
292414,Ruegeria sp. TM1040,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,,Ruegeria sp. TM1040
292462,Mycobacterium florentinum,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium simiae complex,Mycobacterium florentinum
292566,Dactylococcopsis salina,species,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Dactylococcopsis,,Dactylococcopsis salina
292800,Flavonifractor plautii,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,,Flavonifractor plautii
292913,Sphingopyxis sp. 113P3,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,Sphingopyxis sp. 113P3
293089,Martelella mediterranea,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Martelella,,Martelella mediterranea
293387,Bacillus altitudinis,species,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus altitudinis complex,Bacillus altitudinis
296544,Sphingomonas bisphenolicum,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonas bisphenolicum
296591,Polaromonas sp. JS666,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,,Polaromonas sp. JS666
296842,Solidesulfovibrio carbinolicus,species,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Solidesulfovibrio,,Solidesulfovibrio carbinolicus
298654,Frankia inefficax,species,Bacteria,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Frankia,,Frankia inefficax
299146,Micromonospora narathiwatensis,species,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,,Micromonospora narathiwatensis
299152,Micromonospora siamensis,species,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,,Micromonospora siamensis
299262,Tateyamaria omphalii,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tateyamaria,,Tateyamaria omphalii
299767,Enterobacter ludwigii,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,Enterobacter ludwigii
300019,Microbacterium paludicola,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,,Microbacterium paludicola
300028,Rhodococcus triatomae,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,,Rhodococcus triatomae
301301,Roseburia hominis,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,,Roseburia hominis
303541,Lactobacillus apis,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus apis
304378,Sphingomonas sp. IC081,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonas sp. IC081
304895,Catenulispora acidiphila,species,Bacteria,Actinomycetota,Actinomycetes,Catenulisporales,Catenulisporaceae,Catenulispora,,Catenulispora acidiphila
306545,Marinimicrobium koreense,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinimicrobium,,Marinimicrobium koreense
307121,Micromonospora krabiensis,species,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,,Micromonospora krabiensis
307486,Tepidimonas taiwanensis,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Tepidimonas,,Tepidimonas taiwanensis
308754,Rhodovulum sp. MB263,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodovulum,,Rhodovulum sp. MB263
311180,Yangia pacifica,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Yangia,,Yangia pacifica
311182,Denitratisoma oestradiolicum,species,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Denitratisoma,,Denitratisoma oestradiolicum
312277,Flavobacterium indicum,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium indicum
312306,Pseudomonas entomophila,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas entomophila
